text,label
"['kemenangan', 'tipis', 'semangat', 'tinggi', 'timnas', 'indonesia', 'kalahkan', 'china', 'di', 'gbk']",Positif
"['alhmdulillah', 'poin', 'malam', 'ini', 'dengan', 'hasil', 'ini', 'timnas', 'indonesia', 'mengunci', 'peringkat', 'ke', 'dan', 'lolos', 'ke', 'ronde', 'ke']",Positif
"['apresiasi', 'pemelihan', 'taktik', 'dan', 'pergantian', 'pemain', 'era', 'kluivert']",Positif
"['keren', 'uiii', 'lanjutkan', 'jangan', 'sampai', 'puas', 'duluan']",Positif
"['bahrain', 'tidak', 'berkutik', 'kalau', 'sudah', 'main', 'dikandang', 'indonesia', 'atmosfernya', 'gila']",Positif
"['okesiapp', 'besok', 'pagi', 'otw', 'sholat', 'ied', 'petentang', 'petenteng', 'bos', 'alhamdulillah']",Positif
['alhamdulillah'],Positif
"['alhamdulillah', 'malam', 'kemenangan', 'untuk', 'indonesia', 'malam', 'takbiran', 'membawa', 'berkah', 'untuk', 'timnas', 'indonesia']",Positif
"['conggrat', 'konsen', 'untuk', 'ke', 'jepang', 'ausie', 'bisa', 'mengalahkan', 'kita', 'juga', 'bisa', 'min', 'angka']",Positif
"['alhamdulillah', 'jadi', 'pildun', 'inimah', 'cokk']",Positif
"['jepang', 'mau', 'turun', 'sendiri', 'apa', 'diturunin', 'king', 'indonesia', 'nih']",Positif
"['suatu', 'kehormatan', 'buat', 'pssi', 'dan', 'jajarannya']",Positif
"['debut', 'tanpa', 'kebobolan']",Positif
"['om', 'sudah', 'kelar', 'nih', 'indonesia', 'menanggg']",Positif
"['indonesia', 'naik', 'posisi']",Positif
['alhamdulillah'],Positif
['anjayyy'],Positif
"['menyala', 'bolo']",Positif
"['nothing', 'bad', 'lah', 'pelatih', 'baru', 'dan', 'baru', 'beradaptasi', 'good']",Positif
"['besok', 'jumat', 'lebaran', 'iduladha', 'akan', 'terasa', 'lebih', 'indah', 'selamat', 'untuk', 'seluruh', 'pasukan', 'garuda']",Positif
"['congratulations', 'indonesia', 'thankyou', 'timnas', 'indonesia']",Positif
"['hasil', 'timnas', 'indonesia', 'vs', 'china', 'gol', 'tunggal', 'ole', 'romeny', 'bawa', 'garuda', 'gusur', 'arab', 'saudi', 'lewat']",Positif
"['sayuri', 'kambuaya', 'egy', 'ridho', 'etam', 'performanya', 'tidak', 'jauh', 'beda', 'sama', 'pemain', 'abroad', 'respect', 'sih', 'padahal', 'main', 'di', 'liga', 'tidak jelas']",Positif
"['euphoria', 'kemenangan', 'timnas', 'kita', 'dulu', 'boleh', 'tapi', 'habis', 'itu', 'tetap', 'lagi', 'ya']",Positif
"['emil', 'cleansheet', 'di', 'debutnya']",Positif
"['indonesia', 'win', 'juga', 'win', 'aduh', 'nikmatnya', 'hari', 'jumatku', 'esokkk']",Positif
"['selamat', 'atas', 'debut', 'dan', 'cleansheetnya', 'mas', 'emil']",Positif
"['congrats', 'boys', 'ayok', 'berjuang', 'lagi']",Positif
"['tidak', 'papa', 'banget', 'kok', 'menang', 'cuma', 'terus', 'tidak', 'papa', 'banget', 'kami', 'rakyat', 'imdomesia', 'sadar', 'diri', 'lawan', 'berikutnya', 'sangat', 'jauh', 'diatas', 'peringkat', 'kita']",Positif
"['assalamualaikum', 'pildun', 'telpon', 'sih', 'mesi', 'min', 'kita', 'tarung', 'besok', 'di', 'lapangan', 'banteng']",Positif
"['apalah', 'permainan', 'bahrain', 'tidak', 'ada', 'apa', 'apanya', 'saat', 'di', 'gbk']",Positif
"['finally', 'masyaallah', 'timnas', 'sangat', 'bagus', 'dalam', 'permainan', 'konsisten', 'dalam', 'penguasaan', 'bola']",Positif
"['apresiasi', 'buat', 'memang', 'ole', 'yang', 'konsisten', 'tiap', 'laga', 'selalu', 'cetak', 'gol', 'dari', 'awal', 'debut']",Positif
"['alhamdulillah', 'proud']",Positif
"['penyerang', 'timnas', 'indonesia', 'ole', 'romeny', 'sukses', 'mencatatkan', 'rekor', 'luar', 'biasa', 'kala', 'berduel', 'lawan', 'timnas', 'china', 'di', 'stadion', 'utama', 'gelora', 'bung', 'karno', 'kamis', 'malam', 'wib']",Positif
"['ayo', 'push', 'rank', 'ya', 'lebih', 'lagi', 'biar', 'masuk', 'besar']",Positif
"['match', 'yang', 'sangat', 'ditunggu', 'tunggu', 'indonesia', 'lawan', 'jepang']",Positif
"['jujur', 'match', 'kali', 'ini', 'tidak', 'ada', 'yang', 'flop', 'hormat']",Positif
"['alhamdulillah', 'poin']",Positif
"['keren', 'emil']",Positif
['selamat'],Positif
"['debut', 'emil', 'audero', 'membuat', 'saya', 'sangat', 'terkesan']",Positif
"['kang', 'emil', 'gila', 'cok', 'save', 'ya', 'untung', 'kita', 'punya', 'pemain', 'top', 'begini']",Positif
"['gapapa', 'tidak', 'dapat', 'daging', 'kurban', 'besok', 'yang', 'penting', 'timnas', 'menang']",Positif
"['keren', 'banget', 'woii']",Positif
"['harapan', 'itu', 'masih', 'ada']",Positif
"['alhamdulillah', 'menang']",Positif
"['selamat', 'ya', 'king', 'indonesia']",Positif
"['alhamdulillah', 'berkat', 'malam', 'takbiran', 'indonesia', 'jadi', 'menang']",Positif
"['lets', 'gooo', 'abangkuhh']",Positif
"['selamat', 'yhh', 'king', 'indonesia', 'bisa', 'tidur', 'nyenyak', 'malam', 'ini', 'terus', 'besoknya', 'bisa', 'makan', 'rendang', 'dan', 'opor', 'dengan', 'kenikmatan', 'yang', 'sesungguhnya']",Positif
"['alhamdulillah', 'berkah', 'hari', 'raya', 'timnas', 'day']",Positif
"['amboyyy', 'sedapnyooo']",Positif
"['timnas', 'aing', 'keren']",Positif
"['full', 'senyumm']",Positif
"['terima', 'kasih', 'banyak', 'untuk', 'pertandingan', 'hari', 'ini', 'para', 'pemain', 'timnas', 'selamat', 'beristirahat', 'dan', 'sampai', 'jumpa', 'di', 'tanggal', 'minggu', 'depan']",Positif
"['match', 'goal', 'thanks', 'ole', 'walaupun', 'tadinya', 'el', 'bimbang', 'and', 'ya', 'finally', 'kamu', 'benar', 'benar', 'berjuang', 'buat', 'garuda']",Positif
"['salut', 'dan', 'hormat', 'buat', 'emil', 'audero', 'dalam', 'debut', 'di', 'tampil', 'bagus', 'dan', 'penyelamatan', 'penting']",Positif
"['full', 'senyummm', 'daging', 'pun', 'nanti', 'rasa', 'wagyu']",Positif
"['tembok', 'china', 'akhirnya', 'jebol', 'gais']",Positif
"['malam', 'takbiran', 'dengan', 'kemenangan', 'itu', 'rasanya', 'enak', 'banget', 'ya']",Positif
['mantabbb'],Positif
"['satu', 'indonesia', 'menyambut', 'idul', 'adha', 'dengan', 'bahagia']",Positif
"['terima', 'kasih', 'ya', 'kalian', 'semua', 'keren']",Positif
"['alhamdulillah', 'besok', 'lebaran', 'full', 'senyum']",Positif
"['alhamdulillah', 'kemenangan', 'ditangan', 'kita', 'semangat']",Positif
"['king', 'indonesia', 'menang', 'garuda', 'mendunia']",Positif
['alhamdullah'],Positif
"['doa', 'seluruh', 'rakyat', 'indonesia', 'dikabulin', 'sama', 'yang', 'diatas']",Positif
"['tidak mau', 'berandai', 'andai', 'tetapi', 'berharap', 'untuk', 'timnas', 'melaju', 'ke', 'piala', 'dunia']",Positif
"['bagaimana', 'ya', 'antusias', 'masyarakat', 'jika', 'indonesia', 'menang', 'lawan', 'jepang']",Positif
"['lagi', 'musimnya', 'tim', 'burung', 'yuk', 'bisa', 'yuk']",Positif
"['alhamdulillah', 'bangga']",Positif
"['selamat', 'untuk', 'coba', 'kawan', 'asdp', 'sebutin', 'kata', 'yang', 'mewakili', 'permainan', 'indonesia', 'barusan']",Positif
"['begini', 'rasanya', 'ya', 'gendong', 'asean', 'sendirian', 'wkwkkw', 'canda']",Positif
"['timnas', 'day', 'lumayan']",Positif
"['etaaam', 'aku', 'terharu', 'akhirnyaaa']",Positif
"['indonesia', 'menang', 'fix', 'kambing', 'yang', 'alot', 'akan', 'terasa', 'selembut', 'wagyu', 'berkat', 'kemenangan', 'manis', 'ini']",Positif
"['sangat', 'puas', 'walaupun', 'masih', 'banyak', 'peluang', 'yang', 'disia', 'siakan']",Positif
"['timnas', 'menang', 'malam', 'takbiran', 'kali', 'ini', 'banyak', 'syukurannya', 'congratulations', 'timnas', 'indonesia']",Positif
"['full', 'senyum', 'ini', 'mah']",Positif
"['kemenangan', 'bersejarah', 'menjaga', 'mimpi', 'lolos', 'ke', 'piala', 'dunia']",Positif
"['alhamdulillah', 'tiga', 'poin', 'lagi', 'beri', 'aplouss', 'untuk', 'para', 'pemain', 'liga', 'egy', 'kambuaya', 'beckham', 'yakob', 'sepanjang', 'pertandingan', 'edann', 'semua', 'mainya', 'apalagi', 'duet', 'egy', 'amp', 'ole', 'kambuaya', 'juga', 'edann', 'banget', 'insyaallah', 'rd']",Positif
"['alhamdulillah', 'ya', 'allah', 'terimakasih', 'garudaku']",Positif
"['selalu', 'semangat', 'jika', 'ada', 'pertandingan', 'timnas', 'apa', 'lagi', 'lawannya', 'keras', 'keras', 'bukan', 'asean', 'lagi']",Positif
"['tanah', 'airku', 'tempat', 'semangat', 'jadi', 'nyawa', 'dan', 'mimpi', 'jadi', 'nyata']",Positif
"['hal', 'positif', 'yang', 'harus', 'diapresiasi', 'dari', 'tim', 'kepelatihan', 'patrick', 'kluivert', 'adalah', 'memainkan', 'pemain', 'dari', 'liga', 'sejauh', 'ini', 'pemain', 'yang', 'diberikan', 'kesempatan', 'juga', 'tidak', 'menyiakan', 'peluang', 'menit', 'bermain', 'meskipun', 'memulainya', 'dari', 'bench']",Positif
"['romeny', 'bawa', 'garuda', 'menang', 'gol', 'tunggal', 'ole', 'romeny', 'dari', 'titik', 'putih', 'berhasil', 'mengamankan', 'tiga', 'poin', 'untuk', 'garuda', 'di', 'kualifikasi', 'piala', 'dunia', 'timnas', 'indonesia', 'juga', 'memastikan', 'lolos', 'ke', 'putaran', 'empat', 'kualifikasi', 'piala', 'dunia']",Positif
['menatap'],Positif
"['alhamdulillah', 'poin', 'aman']",Positif
"['timnas', 'menang', 'marilah', 'kita', 'rayakan', 'guys']",Positif
"['full', 'capek', 'tapi', 'happy', 'terima kasih', 'ya']",Positif
"['points', 'ini', 'the', 'baggg', 'letsgoo', 'semoga', 'bisa', 'masuk', 'round']",Positif
"['deg', 'degannya', 'ada', 'banget']",Positif
"['patrick', 'kluivert', 'tersenyum']",Positif
"['jangan', 'membanding', 'bandingkan', 'lagi', 'guys', 'untuk', 'pelatihnya', 'yang', 'baru', 'juga', 'bagus']",Positif
"['let', 'go', 'masih', 'ada', 'kesempatan', 'di', 'round']",Positif
"['selamat', 'full', 'senyum']",Positif
"['alhamdulillah', 'dan', 'besok', 'full', 'senyum']",Positif
"['syukur', 'syukur', 'timnas', 'masih', 'dikasih', 'gol', 'pas', 'saat', 'lawan', 'australia']",Positif
"['gelooo', 'tam', 'maneh', 'pantas', 'di', 'timnas']",Positif
"['sekali', 'lagi', 'ucapkan', 'terima', 'kasih', 'untuk', 'jajaran', 'sepak', 'bola', 'indonesia']",Positif
"['menyalaaa', 'garudaaa']",Positif
"['dua', 'senjata', 'segar', 'masuk', 'saatnya', 'kunci', 'kemenangan', 'dengan', 'gaya']",Positif
"['menanggg', 'mantap', 'timnas', 'ku', 'menyala']",Positif
"['tidur', 'nyenyak', 'besok', 'tanggal', 'dzulhijah', 'selamat', 'hari', 'raya', 'qurban', 'semuachhh']",Positif
"['timnas', 'mainnya', 'jangan', 'kayak', 'kemarin', 'ya', 'bertahan', 'mulu', 'kagak', 'ada', 'strategi']",Positif
"['kelass', 'timnaskuu']",Positif
"['alhamdulillah', 'berkah', 'malam', 'takbir']",Positif
['mantap'],Positif
"['alhamdulillaahhh', 'proud', 'of', 'you']",Positif
"['di', 'era', 'patrick', 'ini', 'pemain', 'tengah', 'lebih', 'kreatif', 'mainnya']",Positif
"['gila', 'banget', 'ngotot', 'semua', 'mainnya']",Positif
"['bisa', 'kita', 'lihat', 'perbandingan', 'permainan', 'dari', 'pelatih', 'lama', 'dan', 'pelatih', 'baru', 'bagus', 'yang', 'mana', 'ya']",Positif
"['selamat', 'dan', 'semangat', 'untuk', 'match', 'selanjutnya']",Positif
"['terimakasih', 'garuda', 'atas', 'perjuangannya']",Positif
"['tanah', 'airku']",Positif
"['penalti', 'romeny', 'menangkan', 'garuda', 'timnas', 'indonesia', 'menang', 'atas', 'timnas', 'china', 'gol', 'kemenangan', 'skuad', 'garuda', 'dibuat', 'ole', 'romeny', 'lewat', 'titik', 'putih']",Positif
"['kita', 'bangga', 'sama', 'kalian', 'tetap', 'semangat', 'asa', 'masih', 'ada']",Positif
"['menyala', 'banget', 'ya', 'hari', 'ini', 'para', 'pemain', 'king', 'indonesia']",Positif
"['satusatunya', 'hal', 'yang', 'bikin', 'gue', 'bahagia', 'jadi', 'wni', 'terima', 'kasih', 'coachcoach', 'semua', 'dan', 'jajarannya', 'para', 'pemain', 'good', 'job', 'garuda']",Positif
"['anugerah', 'terindah', 'indonesia', 'punya', 'orang', 'ini']",Positif
"['alhamdulillah', 'assalamualaikum', 'round']",Positif
"['alhamdulillah', 'congratz', 'guys']",Positif
"['alhamdulillah', 'poin', 'momen', 'yang', 'indah', 'buat', 'malam', 'lebaran']",Positif
"['terimakasih', 'sayangsayang']",Positif
"['super', 'duper', 'legaaa', 'ya', 'allahhh']",Positif
"['garuda', 'menang', 'butuh', 'pemain', 'yang', 'bisa', 'crossing', 'dari', 'sayap', 'buat', 'variasi', 'serangan', 'verdonk', 'saja', 'ditambah', 'porsi', 'latihan', 'crossingnya', 'biar', 'tambah', 'gacor']",Positif
"['selamat', 'siap', 'laga', 'selanjutnya']",Positif
"['lo', 'kenapa', 'sekeren', 'itu', 'abang', 'keren', 'banget']",Positif
"['wooo', 'congrats', 'indonesia', 'menang']",Positif
"['yuhuu', 'point']",Positif
"['berkahhh', 'berkahhh']",Positif
"['gol', 'berkah', 'abang', 'ole']",Positif
"['jamaah', 'sholat', 'idhul', 'adha', 'yang', 'berbahagia']",Positif
"['tipistipis', 'saja', 'bro']",Positif
"['yeay', 'alhamdulillah', 'banget']",Positif
['kelaaazzz'],Positif
"['assalamualaikum', 'pildun']",Positif
"['yang', 'merasa', 'lawan', 'dilarang', 'menang', 'di', 'gbk', 'kecuali', 'jepang']",Positif
"['keren', 'banget']",Positif
"['kemenangan', 'milik', 'kita']",Positif
"['sayangku', 'cintaku', 'timnas', 'lofyu', 'ole', 'romeny', 'gantengnya']",Positif
"['doa', 'di', 'hari', 'arafah', 'diijabah', 'allah', 'selamat', 'timnas', 'indonesia', 'proud']",Positif
"['puji', 'tuhan', 'terima', 'kasih', 'garuda']",Positif
"['tidak', 'pernah', 'mengecewakan']",Positif
"['ini', 'dia', 'yang', 'ditunggu']",Positif
"['thank', 'pak', 'save', 'krusialnya']",Positif
"['soal', 'teknologi', 'kita', 'boleh', 'kalah', 'soal', 'main', 'bola', 'dikandang', 'kita', 'pemenangnya']",Positif
"['assalamu', 'alaikum', 'world', 'cup', 'pildun']",Positif
"['full', 'senyum']",Positif
"['alhamdulillah', 'menang']",Positif
"['tiga', 'poin', 'debut', 'etam', 'di', 'timnas', 'senior']",Positif
"['banyak', 'peluang', 'yang', 'harusnya', 'menjadi', 'gol', 'tapi', 'gapapa', 'gol', 'cukup', 'untuk', 'mengamankan', 'kemenangan']",Positif
"['alhamdulillah', 'keren']",Positif
"['tutor', 'menang', 'ada', 'di', 'king']",Positif
"['terima', 'kasih', 'atas', 'perjuangan', 'kalian', 'kami', 'bangga']",Positif
"['akhirnya', 'besok', 'sholat', 'idul', 'adha', 'dengan', 'perasaan', 'tenang']",Positif
"['idul', 'adha', 'full', 'senyum']",Positif
"['assalamualaikum', 'round']",Positif
"['point', 'mantap', 'bheckam', 'mengacak', 'ngacak', 'china']",Positif
"['congrats', 'timnas', 'kuuu']",Positif
"['gila', 'king', 'indonesia']",Positif
"['yeyey', 'selamat']",Positif
"['alhamdulillah', 'king', 'indonesia', 'menanggg']",Positif
"['duet', 'ole', 'dan', 'egy', 'memang', 'the', 'best']",Positif
"['komposisi', 'pelatih', 'yang', 'digadanggadang', 'bakal', 'condong', 'ke', 'pemain', 'keturunan', 'justru', 'bisa', 'lebih', 'fair', 'buat', 'mengasih', 'kesempatan', 'ke', 'para', 'pemain', 'lokal', 'pergantian', 'pemain', 'benar', 'sesuai', 'kebutuhan', 'respect']",Positif
"['takbirannya', 'jadi', 'pull', 'semangat', 'sapinya', 'dipotong', 'jadi', 'pull', 'senyum', 'selamat', 'hari', 'raya', 'qurban', 'timnas', 'garuda']",Positif
"['asu', 'itu', 'masih', 'ada']",Positif
"['alhamdulillah', 'lebaran', 'full', 'senyum', 'vamosss']",Positif
"['benar', 'benar', 'hari', 'yang', 'menyenangkan']",Positif
"['selamat', 'guys', 'semangat', 'masih', 'ada', 'lawan', 'jepang', 'jangan', 'kendor', 'semuanyaaa', 'kalian', 'luar', 'biasa', 'wah']",Positif
"['pasti', 'abangmu', 'bangga', 'eli']",Positif
"['save', 'emil', 'tadi', 'motm']",Positif
"['woshhh', 'alhamdulillah']",Positif
"['ole', 'audero', 'pelupessy', 'kambuaya', 'verdonk', 'haye', 'dan', 'beckham', 'gila', 'sih', 'hari', 'ini', 'assalamualaikum', 'round']",Positif
"['lanjut', 'ronde', 'alhamdulillahh']",Positif
"['mending', 'mainnya', 'begini', 'pada', 'yang', 'kemarin', 'terlalu', 'terbuka']",Positif
"['thanks', 'romeny', 'atas', 'golnya', 'debut', 'perdana', 'patrick', 'kluivert', 'ajib']",Positif
"['yes', 'indonesia', 'menang']",Positif
"['menyaaalaa', 'king']",Positif
"['pokoknya', 'semua', 'pemain', 'yang', 'tampil', 'hari', 'ini', 'keren', 'semua']",Positif
"['pengaruh', 'beckham', 'yang', 'ngotot', 'harusnya', 'tadi', 'di', 'shoot', 'tapi', 'malah', 'di', 'umpan', 'ke', 'diks']",Positif
"['debut', 'yang', 'menyala', 'bung', 'ole', 'romeny', 'langsung', 'cetak', 'gol', 'kelas']",Positif
"['terimakasih', 'tuhan', 'yesus', 'kereeennn']",Positif
"['alhamdulillah', 'ya', 'allah', 'terima', 'kasih', 'timnas', 'tetap', 'keren', 'selalu']",Positif
"['makasiii', 'garudaa']",Positif
"['ikut', 'serta', 'bangga', 'kepada', 'timnas', 'garuda']",Positif
"['alhamdulillah', 'terimakasih']",Positif
"['mungkin', 'bakal', 'tetap', 'yang', 'lihat', 'kita', 'hoki', 'menang', 'penalti', 'doang', 'gagal', 'kill', 'the', 'game', 'dan', 'itu', 'wajar', 'cinta', 'jadi', 'demanding', 'wajar', 'buat', 'gua', 'hari', 'ini', 'solid', 'walau', 'beberapa', 'underperform', 'pola', 'jelas', 'peluang', 'juga', 'terus', 'diusahakan', 'proud']",Positif
"['menang', 'di', 'kandag', 'sendiri', 'yang', 'berarti', 'kemenangan', 'berharga', 'guna', 'menjaga', 'asa', 'lolos', 'ke', 'fase', 'selanjutnya']",Positif
"['timnas', 'indonesia', 'mengalahkan', 'china', 'dengan', 'skor', 'pada', 'ronde', 'ketiga', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia', 'satusatunya', 'gol', 'garuda', 'tercipta', 'dari', 'tendangan', 'penalti', 'ole', 'romeny', 'pada', 'menit', 'ke']",Positif
"['terima', 'kasih', 'proud']",Positif
"['alhamdulillah', 'otw', 'ronde']",Positif
"['sandi', 'wals', 'sangat', 'antusias', 'melawan', 'china', 'guys']",Positif
"['apresiasi', 'timnas', 'kita', 'main', 'ya', 'perfom', 'banget', 'gila', 'terutama', 'beckham', 'bermain', 'dengan', 'timnas', 'senior', 'tapi', 'tetap', 'percaya', 'diri', 'gokss']",Positif
"['puji', 'tuhan', 'menang', 'juga']",Positif
['widihhh'],Positif
"['terima', 'kasih', 'atas', 'pointnya', 'garuda']",Positif
['alhamdulillah'],Positif
"['alhamdulillah', 'point', 'walaupun', 'tidak', 'bisa', 'runnerup', 'karena', 'aussie', 'menang', 'lawan', 'jepang', 'tapi', 'tidak apa-apa', 'masih', 'ada', 'round', 'tetap', 'semangat', 'garuda']",Positif
"['indonesia', 'menang', 'daging', 'qurban', 'di', 'makan', 'mentah', 'juga', 'enak', 'akkakakw', 'ole', 'romeny']",Positif
['mantaaappp'],Positif
"['alhamdulilahmimpi', 'indah', 'gue', 'malam', 'ini', 'lebaran', 'besok', 'mood', 'gue', 'bagusthanks', 'god', 'thank', 'guys', 'buat', 'kerja', 'keras', 'dan', 'perjuangannya', 'malam', 'ini']",Positif
"['tidak', 'ada', 'kata', 'selain', 'berterima', 'kasih', 'kepada', 'seluruh', 'pemain', 'respect']",Positif
"['gacorrr', 'garudaku']",Positif
"['alhamdulillah', 'point', 'lagi', 'king']",Positif
['keren'],Positif
"['jantung', 'mau', 'copot', 'menonton', 'timnas', 'coi']",Positif
"['bagus', 'mainnya', 'pertahankan', 'ya']",Positif
"['alhamdulillah', 'menang', 'lagi', 'menang', 'lagi', 'ole', 'lagi', 'ole', 'lagi', 'kelasss']",Positif
"['superr', 'banggaaa']",Positif
"['poin', 'yang', 'sangat', 'penting', 'untuk', 'mengamankan', 'posisi', 'ke']",Positif
"['mantap', 'poin', 'yang', 'beraktivitas', 'besok', 'full', 'senyum']",Positif
"['menang', 'coi', 'alhamdulillah', 'kemenangan', 'membuat', 'saya', 'senyum', 'senyum', 'sendiri']",Positif
"['huuuft', 'alhamdulilah', 'tidak', 'berani', 'menonton', 'langsung', 'mantau', 'tl', 'saja', 'dari', 'tadi', 'selamat', 'lebaran', 'selamat', 'menikmati', 'point', 'rekan', 'rekan', 'setanah', 'air']",Positif
"['keren', 'euy']",Positif
"['resmi', 'indonesia', 'jadi', 'timnas', 'asean', 'pertama', 'di', 'wcq', 'round', 'dengan', 'kali', 'win', 'pts', 'most', 'pts', 'ever', 'resmi', 'minimal', 'masuk', 'round', 'lolos', 'ke', 'world', 'cup', 'kitagaruda']",Positif
"['debut', 'indah', 'abang', 'keren']",Positif
"['indonesia', 'vs', 'china', 'ft', 'alhamdulillah', 'selamat', 'timnas', 'meraih', 'point', 'malam', 'ini', 'tinggal', 'game', 'lagi', 'selanjutnya', 'vs', 'jepang', 'jangan', 'sampai', 'kalah', 'seri', 'saja', 'minimal', 'menang', 'juga', 'tetap', 'ada', 'peluang', 'prediksi', 'menang', 'vs', 'jepang', 'bismillah']",Positif
"['yeayyy', 'alhamdulillah', 'besok', 'lebaran', 'goodmood']",Positif
"['horeee', 'sengaja', 'tidak', 'post', 'apa', 'karena', 'takut', 'nge', 'jinx', 'congrats', 'poinnyaa']",Positif
"['mari', 'menangis', 'terharu', 'bersama', 'mim']",Positif
"['alhamdulillah', 'bisa', 'tidur', 'nyenyak', 'dan', 'besoknya', 'makan', 'daging', 'kwkwk']",Positif
"['congratulations', 'garuda']",Positif
"['garuda', 'mendunia', 'takbiran', 'di', 'gbk']",Positif
['keren'],Positif
"['allhamdulilah', 'menang', 'sholat', 'ied', 'full', 'senyum']",Positif
"['alhamdulillah', 'mood', 'aman', 'ye', 'waaakkk', 'buat', 'besok', 'sholat', 'sampai', 'nyateee', 'besok', 'pas', 'khotbah', 'para', 'jamaah', 'sekalian', 'yang', 'berbahagia', 'mantap', 'selamat']",Positif
"['alhamdulillah', 'sayang', 'alhamdulillah']",Positif
"['alhamdulillah', 'menang', 'nice', 'debut', 'buat', 'emil', 'sama', 'beckham', 'mohon', 'tetap', 'evaluasi', 'lawan', 'china', 'di', 'kandang', 'cuma', 'menang', 'tipis', 'nanti', 'di', 'lawannya', 'bukan', 'lagi', 'bahrainchina', 'tapi', 'uzbekuae', 'sama', 'yordaniairak', 'belum', 'lagi', 'ada', 'qatar', 'yang', 'begitu', 'mood', 'idul', 'adha', 'ku', 'bagus']",Positif
"['ole', 'romeny', 'striker', 'yang', 'ditunggu', 'tunggu', 'selama', 'ini']",Positif
"['masih', 'sangat', 'ada', 'peluang', 'melaju', 'ke', 'piala', 'dunia']",Positif
"['terima', 'kasih', 'banyak', 'timnas', 'indonesia', 'perjuangan', 'kalian', 'tidak', 'akan', 'kami', 'lupakan']",Positif
"['wlpn', 'finishing', 'masih', 'lemah', 'harus', 'diperbaiki', 'buat', 'next', 'match', 'nanti', 'tapi', 'syukurlah', 'kekalahan', 'lwn', 'china', 'kemarin', 'jadi', 'pembelajaran', 'sudah', 'khawatir', 'karena', 'waktu', 'itu', 'indonesia', 'bisa', 'menguasai', 'tapi', 'china', 'lebih', 'efektif', 'indonesia', 'lebih', 'siap', 'di', 'match', 'kali', 'ini', 'tinggal', 'perbaiki', 'yang', 'jadi', 'kekurangan']",Positif
"['mantap', 'king', 'indonesia']",Positif
['alhamdulillahsoliddd'],Positif
"['king', 'indonesia', 'nih', 'bos', 'menang', 'terus', 'hahaha']",Positif
"['alhamdulillah', 'poin', 'ditangan']",Positif
"['alhamdulillah', 'terima', 'kasih', 'insya', 'allah', 'piala', 'dunia', 'yakin', 'bisa']",Positif
['gilaaakkk'],Positif
"['alhamdulillah', 'min']",Positif
"['kelaaaz', 'king', 'indonesia']",Positif
"['asa', 'itu', 'masih', 'ada']",Positif
"['king', 'indonesia', 'nih', 'bosss', 'tidak', 'ada', 'yang', 'berani', 'senggol']",Positif
"['gereget', 'banget', 'menonton', 'untung', 'menang']",Positif
['terharu'],Positif
"['allahuakbar', 'min']",Positif
"['mantab', 'bung', 'oleee']",Positif
['kelazzz'],Positif
"['campur', 'campur', 'banget', 'aku', 'nontonnya', 'padahal', 'cuman', 'di', 'tv', 'apalagi', 'yang', 'menonton', 'di', 'gbk', 'bangga', 'banget', 'ole', 'bangga', 'sama', 'semua', 'pemain']",Positif
"['assalamualaikum', 'world', 'cup']",Positif
"['alhamdulillah', 'ya', 'allah', 'allahuakbar', 'allahuakbar', 'allahuakbar']",Positif
"['gacorrr', 'kanggg']",Positif
"['nikmatnya', 'kemenangan', 'ini']",Positif
"['selamat', 'buat', 'timnas', 'indonesia']",Positif
"['tamu', 'haram', 'hukumnya', 'menang']",Positif
"['ole', 'ricky', 'kambuaya', 'dan', 'ega', 'vikri', 'serta', 'all', 'team', 'keren']",Positif
"['tidak', 'ada', 'yang', 'terima kasih', 'ke', 'kluivert', 'nih']",Positif
"['alhamdulillah', 'poin', 'indonesia']",Positif
"['tegakkan', 'kepala', 'kalian', 'berbahagia', 'lah', 'kalian', 'sedang', 'menikmati', 'kemenangan']",Positif
"['tidak', 'king', 'indonesia', 'bisa', 'sholat', 'ied', 'sambil', 'senyum', 'senyum', 'kita']",Positif
"['alhamdulillah', 'ya', 'allah', 'hadirin', 'solat', 'eid', 'amp', 'solat', 'jumat', 'yang', 'berbahagia', 'menanggg']",Positif
"['selamat', 'timnas', 'garuda']",Positif
"['assalamualaikum', 'round', 'kami', 'rame', 'rame', 'datang']",Positif
"['poin', 'untuk', 'king', 'indonesia']",Positif
"['alhamdulillah', 'lancar']",Positif
"['terima', 'kasih', 'china', 'terima', 'kasih', 'tiongkok', 'kita', 'lolos', 'round', 'iv']",Positif
"['sukses', 'lo', 'ya']",Positif
"['pesan', 'harus', 'joey', 'pelupessy', 'untuk', 'fan', 'usai', 'kekalahan', 'dari', 'jepang', 'kami', 'akan', 'bangkit']",Positif
"['wah', 'makin', 'banyak', 'ya', 'pemain', 'keturunan', 'yang', 'ikutan', 'termasuk', 'kiper', 'juga']",Positif
"['bek', 'sekeren', 'ini', 'bisa', 'bisanya', 'dihujat']",Positif
"['mau', 'pas', 'di', 'timnas', 'nih', 'debut', 'ya', 'dia', 'lawan', 'bahrain', 'tapi', 'yang', 'diinget', 'sama', 'pembencinya', 'cuman', 'lawan', 'china', 'doang']",Positif
